2017-07-08 21:39:37,68.473,6.46,36.32
2017-07-08 21:45:01,57.764,9.79,34.35
2017-07-08 21:50:26,510.004,20.31,32.25
2017-07-08 21:55:49,65.75,13.37,30.57
2017-07-08 22:01:12,68.543,20.74,37.99
2017-07-08 22:06:35,63.377,7.76,36.95
2017-07-08 22:12:01,62.823,8.36,35.78
2017-07-08 22:17:26,61.309,9.75,30.60
2017-07-08 22:22:51,69.145,14.53,36.93
2017-07-08 22:28:14,67.015,20.20,36.02
2017-07-08 22:33:37,71.699,18.27,40.15
2017-07-08 22:39:00,84.021,7.46,24.55
2017-07-08 22:44:25,60.298,13.53,39.71
2017-07-08 22:49:48,75.223,10.30,39.42
2017-07-08 22:55:12,60.875,15.08,36.33
2017-07-08 23:00:34,74.179,14.56,37.85
2017-07-08 23:06:00,59.121,19.86,38.04
2017-07-08 23:11:23,67.957,8.69,40.07
2017-07-08 23:16:47,64.794,13.68,37.79
2017-07-08 23:22:11,72.001,9.26,36.04
2017-07-08 23:27:38,62.251,9.83,36.41
2017-07-08 23:33:01,65.705,15.81,39.56
2017-07-08 23:38:23,77.748,23.82,40.47
2017-07-08 23:43:46,60.005,34.90,39.52
2017-07-08 23:49:08,62.451,33.82,35.63
2017-07-08 23:54:31,68.363,21.01,40.12
2017-07-08 23:59:54,80.359,17.21,39.70
2017-07-09 00:05:18,289.643,4.51,37.00
2017-07-09 00:10:42,105.466,11.56,28.14
2017-07-09 00:16:05,62.598,14.95,24.99
2017-07-09 00:21:31,65.562,15.25,32.59
2017-07-09 00:27:01,57.76,14.06,39.86
2017-07-09 00:32:24,72.276,11.20,35.18
2017-07-09 00:37:49,61.214,10.10,38.25
2017-07-09 00:43:12,73.387,9.66,36.37
2017-07-09 00:48:37,59.813,6.60,29.76
2017-07-09 00:54:00,58.658,12.86,27.83
2017-07-09 00:59:23,61.67,27.48,11.72
2017-07-09 01:04:47,59.429,31.31,18.19
2017-07-09 01:10:11,57.139,32.60,13.65
2017-07-09 01:15:34,72.188,33.22,2.87
2017-07-09 01:21:00,63.724,38.53,5.23
2017-07-09 01:26:23,54.565,38.25,1.41
2017-07-09 01:31:48,57.684,38.36,12.32
2017-07-09 01:37:14,68.555,35.52,13.59
2017-07-09 01:42:39,55.935,29.86,9.54
2017-07-09 01:48:04,60.823,36.60,4.47
2017-07-09 01:53:30,376.662,37.77,5.32
2017-07-09 01:58:55,65.151,28.79,7.56
2017-07-09 02:04:20,59.912,26.12,11.72
2017-07-09 02:09:44,60.23,24.93,13.12
2017-07-09 02:15:08,61.076,27.98,9.58
2017-07-09 02:20:35,60.875,31.82,5.94
2017-07-09 02:25:57,63.683,25.12,11.13
2017-07-09 02:31:22,66.844,29.01,7.43
2017-07-09 02:36:45,68.836,27.52,23.27
2017-07-09 02:42:08,60.185,34.88,41.63
2017-07-09 02:47:30,66.668,25.16,39.66
2017-07-09 02:52:53,50.335,25.86,43.01
2017-07-09 02:58:16,61.673,22.19,43.89
2017-07-09 03:03:38,65.526,23.18,42.86
2017-07-09 03:09:01,51.598,23.63,42.37
2017-07-09 03:14:24,156.057,25.04,40.84
2017-07-09 03:19:46,55.292,25.22,41.73
2017-07-09 03:25:09,58.787,21.66,39.64
2017-07-09 03:30:32,132.069,23.51,40.75
2017-07-09 03:35:55,56.791,24.75,42.33
2017-07-09 03:41:17,59.027,25.24,43.35
2017-07-09 03:46:40,69.317,19.17,21.19
2017-07-09 03:52:04,52.27,17.86,20.83
2017-07-09 03:57:28,62.932,17.62,21.33
2017-07-09 04:02:51,61.91,17.92,21.72
2017-07-09 04:08:14,56.216,18.03,20.07
2017-07-09 04:13:37,67.554,20.33,21.89
2017-07-09 04:19:00,61.777,19.82,21.89
2017-07-09 04:24:23,60.821,18.49,21.90
2017-07-09 04:29:48,54.632,19.09,18.10
2017-07-09 04:35:17,56.128,17.06,21.76
2017-07-09 04:40:41,57.048,18.31,22.17
2017-07-09 04:46:05,61.959,19.45,12.50
2017-07-09 04:51:28,55.763,19.12,22.50
2017-07-09 04:56:52,56.406,19.04,22.23
2017-07-09 05:02:15,66.057,18.70,22.26
2017-07-09 05:07:38,59.069,19.12,21.79
2017-07-09 05:13:02,66.207,18.54,22.15
2017-07-09 05:18:27,177.383,20.07,20.97
2017-07-09 05:23:50,56.934,18.83,20.44
2017-07-09 05:29:13,53.568,19.49,20.24
2017-07-09 05:34:37,56.843,18.54,20.15
2017-07-09 05:40:00,66.888,19.20,20.91
2017-07-09 05:45:28,64.769,19.39,14.86
2017-07-09 05:50:52,68.587,15.39,19.84
2017-07-09 05:56:15,58.234,16.95,20.62
2017-07-09 06:01:38,63.553,18.57,20.91
2017-07-09 06:07:02,55.309,16.47,22.07
2017-07-09 06:12:25,93.751,18.19,22.21
2017-07-09 06:17:48,64.558,16.28,21.99
2017-07-09 06:23:11,54.16,18.62,21.74
2017-07-09 06:28:35,57.082,18.31,21.81
2017-07-09 06:33:59,53.621,16.88,19.15
2017-07-09 06:39:23,56.612,15.15,22.40
2017-07-09 06:44:46,62.886,17.32,21.23
2017-07-09 06:50:09,55.423,17.09,21.58
2017-07-09 06:55:32,57.135,19.52,22.22
2017-07-09 07:00:56,62.368,15.10,21.80
2017-07-09 07:06:19,62.134,13.98,21.51
2017-07-09 07:11:42,76.837,16.64,22.26
2017-07-09 07:17:06,53.154,16.56,21.70
2017-07-09 07:22:29,57.99,17.24,22.84
2017-07-09 07:27:52,61.271,18.58,21.05
2017-07-09 07:33:16,53.523,17.78,22.19
2017-07-09 07:38:39,73.945,17.10,21.81
2017-07-09 07:44:03,55.301,15.80,19.75
2017-07-09 07:49:26,214.362,17.15,21.35
2017-07-09 07:54:50,65.18,17.66,20.11
2017-07-09 08:00:13,54.404,15.75,19.52
2017-07-09 08:05:37,62.279,16.29,21.21
2017-07-09 08:11:01,60.377,17.27,20.44
2017-07-09 08:16:24,53.901,11.32,5.68
2017-07-09 08:21:47,46.676,13.46,5.67
2017-07-09 08:27:10,44.484,8.23,5.61
2017-07-09 08:32:33,53.072,14.45,4.44
2017-07-09 08:37:58,69.293,6.24,4.93
2017-07-09 08:43:21,60.904,13.45,5.22
2017-07-09 08:48:46,44.614,10.47,4.98
2017-07-09 08:54:10,45.674,11.09,5.31
2017-07-09 08:59:34,50.517,10.63,5.51
2017-07-09 09:04:58,55.127,11.72,5.15
2017-07-09 09:10:31,52.548,6.19,5.69
2017-07-09 09:15:55,49.445,9.49,5.38
2017-07-09 09:21:18,53.772,11.38,5.63
2017-07-09 09:26:43,53.819,8.61,5.24
2017-07-09 09:32:06,47.578,11.13,5.38
2017-07-09 09:37:29,50.07,8.53,5.76
2017-07-09 09:42:54,57.013,8.87,5.52
2017-07-09 09:48:18,46.766,8.44,5.71
2017-07-09 09:53:42,73.251,7.48,5.50
2017-07-09 09:59:06,54.416,6.70,5.68
2017-07-09 10:04:31,51.966,6.50,5.53
2017-07-09 10:09:58,54.939,6.00,5.74
2017-07-09 10:15:34,321.623,8.13,5.04
2017-07-09 10:20:59,60.478,7.28,5.53
2017-07-09 10:26:23,59.593,6.06,5.69
2017-07-09 10:31:49,44.057,9.89,5.36
2017-07-09 10:37:13,60.335,11.07,5.44
2017-07-09 10:42:41,38.842,3.45,5.61
2017-07-09 10:48:07,43.672,9.54,4.63
2017-07-09 10:53:33,51.739,7.87,5.64
2017-07-09 10:58:58,62.935,5.21,5.54
2017-07-09 11:04:23,47.355,2.41,4.89
2017-07-09 11:09:51,94.157,4.05,5.31
2017-07-09 11:15:16,42.807,4.69,4.15
2017-07-09 11:20:43,57.03,4.98,4.06,;
